source,target,distance,weight
84,73,259.4569284641184,0.5479349036034862
84,94,360.40401730784055,0.3132369532460396
84,96,360.40401730784055,0.3132369532460396
84,72,360.4040173083434,0.313236953245025
84,74,360.4040173083434,0.313236953245025
85,84,250.14627313625533,0.571668187562111
85,96,259.4569284634199,0.5479349036052611
85,74,259.4569284641184,0.5479349036034862
85,95,360.40401730784055,0.3132369532460396
85,73,360.4040173083434,0.313236953245025
85,83,500.29254627251066,0.10680119211627108
85,107,518.9138569275383,0.0901396492827791
85,63,518.913856928004,0.09013964928238977
86,87,250.14627313625533,0.571668187562111
86,75,259.4569284634199,0.5479349036052611
86,97,259.4569284641184,0.5479349036034862
86,76,360.40401730784055,0.3132369532460396
86,98,360.4040173083434,0.313236953245025
86,88,500.29254627251066,0.10680119211627108
86,64,518.9138569275383,0.0901396492827791
86,108,518.913856928004,0.09013964928238977
87,86,250.14627313625533,0.571668187562111
87,88,250.14627313625533,0.571668187562111
87,76,259.4569284634199,0.5479349036052611
87,98,259.4569284641184,0.5479349036034862
87,77,360.40401730784055,0.3132369532460396
87,75,360.40401730784055,0.3132369532460396
87,99,360.4040173083434,0.313236953245025
87,97,360.4040173083434,0.313236953245025
88,87,250.14627313625533,0.571668187562111
88,89,250.14627313625533,0.571668187562111
88,77,259.4569284634199,0.5479349036052611
88,99,259.4569284641184,0.5479349036034862
88,78,360.40401730784055,0.3132369532460396
88,76,360.40401730784055,0.3132369532460396
88,98,360.4040173083434,0.313236953245025
88,100,360.4040173083434,0.313236953245025
89,90,250.14627313625533,0.571668187562111
89,88,250.14627313625533,0.571668187562111
89,78,259.4569284634199,0.5479349036052611
89,100,259.4569284641184,0.5479349036034862
89,77,360.40401730784055,0.3132369532460396
89,79,360.40401730784055,0.3132369532460396
89,101,360.4040173083434,0.313236953245025
89,99,360.4040173083434,0.313236953245025
90,89,250.14627313625533,0.571668187562111
90,91,250.14627313625533,0.571668187562111
90,79,259.4569284634199,0.5479349036052611
90,101,259.4569284641184,0.5479349036034862
90,78,360.40401730784055,0.3132369532460396
90,80,360.40401730784055,0.3132369532460396
90,100,360.4040173083434,0.313236953245025
90,102,360.4040173083434,0.313236953245025
91,92,250.14627313613892,0.5716681875624086
91,90,250.14627313625533,0.571668187562111
91,80,259.4569284634199,0.5479349036052611
91,102,259.4569284641184,0.5479349036034862
91,81,360.4040173077598,0.3132369532462026
91,79,360.40401730784055,0.3132369532460396
91,103,360.4040173082626,0.313236953245188
91,101,360.4040173083434,0.313236953245025
92,91,250.14627313613892,0.5716681875624086
92,93,250.14627313625533,0.571668187562111
92,81,259.4569284634199,0.5479349036052611
92,103,259.4569284641184,0.5479349036034862
92,80,360.4040173077598,0.3132369532462026
92,82,360.40401730784055,0.3132369532460396
92,102,360.4040173082626,0.313236953245188
92,104,360.4040173083434,0.313236953245025
93,92,250.14627313625533,0.571668187562111
93,94,250.14627313625533,0.571668187562111
93,82,259.4569284634199,0.5479349036052611
93,104,259.4569284641184,0.5479349036034862
93,83,360.40401730784055,0.3132369532460396
93,81,360.40401730784055,0.3132369532460396
93,105,360.4040173083434,0.313236953245025
93,103,360.4040173083434,0.313236953245025
94,95,250.14627313625533,0.571668187562111
94,93,250.14627313625533,0.571668187562111
94,83,259.4569284634199,0.5479349036052611
94,105,259.4569284641184,0.5479349036034862
94,82,360.40401730784055,0.3132369532460396
94,84,360.40401730784055,0.3132369532460396
94,106,360.4040173083434,0.313236953245025
94,104,360.4040173083434,0.313236953245025
95,96,250.14627313625533,0.571668187562111
95,94,250.14627313625533,0.571668187562111
95,84,259.4569284634199,0.5479349036052611
95,106,259.4569284641184,0.5479349036034862
95,83,360.40401730784055,0.3132369532460396
95,85,360.40401730784055,0.3132369532460396
95,107,360.4040173083434,0.313236953245025
95,105,360.4040173083434,0.313236953245025
96,95,250.14627313625533,0.571668187562111
96,85,259.4569284634199,0.5479349036052611
96,107,259.4569284641184,0.5479349036034862
96,84,360.40401730784055,0.3132369532460396
96,106,360.4040173083434,0.313236953245025
96,94,500.29254627251066,0.10680119211627108
96,74,518.9138569275383,0.0901396492827791
96,118,518.913856928004,0.09013964928238977
97,98,250.14627313625533,0.571668187562111
97,108,259.45692846388556,0.5479349036040778
97,86,259.4569284641184,0.5479349036034862
97,109,360.4040173081758,0.3132369532453631
97,87,360.4040173083434,0.313236953245025
97,99,500.29254627251066,0.10680119211627108
97,75,518.9138569275383,0.0901396492827791
97,119,518.9138569277711,0.09013964928258439
98,97,250.14627313625533,0.571668187562111
98,99,250.14627313625533,0.571668187562111
98,109,259.45692846388556,0.5479349036040778
98,87,259.4569284641184,0.5479349036034862
98,110,360.4040173081758,0.3132369532453631
98,108,360.4040173081758,0.3132369532453631
98,86,360.4040173083434,0.313236953245025
98,88,360.4040173083434,0.313236953245025
99,100,250.14627313625533,0.571668187562111
99,98,250.14627313625533,0.571668187562111
99,110,259.45692846388556,0.5479349036040778
99,88,259.4569284641184,0.5479349036034862
99,109,360.4040173081758,0.3132369532453631
99,111,360.4040173081758,0.3132369532453631
99,89,360.4040173083434,0.313236953245025
99,87,360.4040173083434,0.313236953245025
100,99,250.14627313625533,0.571668187562111
100,101,250.14627313625533,0.571668187562111
100,111,259.45692846388556,0.5479349036040778
100,89,259.4569284641184,0.5479349036034862
100,112,360.4040173081758,0.3132369532453631
100,110,360.4040173081758,0.3132369532453631
100,90,360.4040173083434,0.313236953245025
100,88,360.4040173083434,0.313236953245025
101,100,250.14627313625533,0.571668187562111
101,102,250.14627313625533,0.571668187562111
101,112,259.45692846388556,0.5479349036040778
101,90,259.4569284641184,0.5479349036034862
101,111,360.4040173081758,0.3132369532453631
101,113,360.4040173081758,0.3132369532453631
101,91,360.4040173083434,0.313236953245025
101,89,360.4040173083434,0.313236953245025
102,103,250.14627313613892,0.5716681875624086
102,101,250.14627313625533,0.571668187562111
102,113,259.45692846388556,0.5479349036040778
102,91,259.4569284641184,0.5479349036034862
102,114,360.404017308095,0.3132369532455262
102,112,360.4040173081758,0.3132369532453631
102,92,360.4040173082626,0.313236953245188
102,90,360.4040173083434,0.313236953245025
103,102,250.14627313613892,0.5716681875624086
103,104,250.14627313625533,0.571668187562111
103,114,259.45692846388556,0.5479349036040778
103,92,259.4569284641184,0.5479349036034862
103,113,360.404017308095,0.3132369532455262
103,115,360.4040173081758,0.3132369532453631
103,91,360.4040173082626,0.313236953245188
103,93,360.4040173083434,0.313236953245025
104,105,250.14627313625533,0.571668187562111
104,103,250.14627313625533,0.571668187562111
104,115,259.45692846388556,0.5479349036040778
104,93,259.4569284641184,0.5479349036034862
104,114,360.4040173081758,0.3132369532453631
104,116,360.4040173081758,0.3132369532453631
104,94,360.4040173083434,0.313236953245025
104,92,360.4040173083434,0.313236953245025
105,104,250.14627313625533,0.571668187562111
105,106,250.14627313625533,0.571668187562111
105,116,259.45692846388556,0.5479349036040778
105,94,259.4569284641184,0.5479349036034862
105,117,360.4040173081758,0.3132369532453631
105,115,360.4040173081758,0.3132369532453631
105,95,360.4040173083434,0.313236953245025
105,93,360.4040173083434,0.313236953245025
106,107,250.14627313625533,0.571668187562111
106,105,250.14627313625533,0.571668187562111
106,117,259.45692846388556,0.5479349036040778
106,95,259.4569284641184,0.5479349036034862
106,116,360.4040173081758,0.3132369532453631
106,118,360.4040173081758,0.3132369532453631
106,94,360.4040173083434,0.313236953245025
106,96,360.4040173083434,0.313236953245025
107,106,250.14627313625533,0.571668187562111
107,118,259.45692846388556,0.5479349036040778
107,96,259.4569284641184,0.5479349036034862
107,117,360.4040173081758,0.3132369532453631
107,95,360.4040173083434,0.313236953245025
107,105,500.29254627251066,0.10680119211627108
107,85,518.9138569275383,0.0901396492827791
107,129,518.9138569277711,0.09013964928258439
108,109,250.14627313625533,0.571668187562111
108,97,259.45692846388556,0.5479349036040778
108,119,259.45692846388556,0.5479349036040778
108,98,360.4040173081758,0.3132369532453631
108,120,360.4040173081758,0.3132369532453631
108,110,500.29254627251066,0.10680119211627108
108,130,518.9138569277711,0.09013964928258439
108,86,518.913856928004,0.09013964928238977
109,108,250.14627313625533,0.571668187562111
109,110,250.14627313625533,0.571668187562111
109,120,259.45692846388556,0.5479349036040778
109,98,259.45692846388556,0.5479349036040778
109,119,360.4040173081758,0.3132369532453631
109,121,360.4040173081758,0.3132369532453631
109,99,360.4040173081758,0.3132369532453631
109,97,360.4040173081758,0.3132369532453631
110,109,250.14627313625533,0.571668187562111
110,111,250.14627313625533,0.571668187562111
110,121,259.45692846388556,0.5479349036040778
110,99,259.45692846388556,0.5479349036040778
110,122,360.4040173081758,0.3132369532453631
110,100,360.4040173081758,0.3132369532453631
110,120,360.4040173081758,0.3132369532453631
110,98,360.4040173081758,0.3132369532453631
111,110,250.14627313625533,0.571668187562111
111,112,250.14627313625533,0.571668187562111
111,122,259.45692846388556,0.5479349036040778
111,100,259.45692846388556,0.5479349036040778
111,123,360.4040173081758,0.3132369532453631
111,99,360.4040173081758,0.3132369532453631
111,121,360.4040173081758,0.3132369532453631
111,101,360.4040173081758,0.3132369532453631
112,113,250.14627313625533,0.571668187562111
112,111,250.14627313625533,0.571668187562111
112,123,259.45692846388556,0.5479349036040778
112,101,259.45692846388556,0.5479349036040778
112,124,360.4040173081758,0.3132369532453631
112,100,360.4040173081758,0.3132369532453631
112,122,360.4040173081758,0.3132369532453631
112,102,360.4040173081758,0.3132369532453631
113,114,250.14627313613892,0.5716681875624086
113,112,250.14627313625533,0.571668187562111
113,102,259.45692846388556,0.5479349036040778
113,124,259.45692846388556,0.5479349036040778
113,125,360.404017308095,0.3132369532455262
113,103,360.404017308095,0.3132369532455262
113,101,360.4040173081758,0.3132369532453631
113,123,360.4040173081758,0.3132369532453631
114,113,250.14627313613892,0.5716681875624086
114,115,250.14627313625533,0.571668187562111
114,125,259.45692846388556,0.5479349036040778
114,103,259.45692846388556,0.5479349036040778
114,124,360.404017308095,0.3132369532455262
114,102,360.404017308095,0.3132369532455262
114,126,360.4040173081758,0.3132369532453631
114,104,360.4040173081758,0.3132369532453631
115,116,250.14627313625533,0.571668187562111
115,114,250.14627313625533,0.571668187562111
115,126,259.45692846388556,0.5479349036040778
115,104,259.45692846388556,0.5479349036040778
115,125,360.4040173081758,0.3132369532453631
115,103,360.4040173081758,0.3132369532453631
115,127,360.4040173081758,0.3132369532453631
115,105,360.4040173081758,0.3132369532453631
116,115,250.14627313625533,0.571668187562111
116,117,250.14627313625533,0.571668187562111
116,127,259.45692846388556,0.5479349036040778
116,105,259.45692846388556,0.5479349036040778
116,126,360.4040173081758,0.3132369532453631
116,104,360.4040173081758,0.3132369532453631
116,106,360.4040173081758,0.3132369532453631
116,128,360.4040173081758,0.3132369532453631
117,118,250.14627313625533,0.571668187562111
117,116,250.14627313625533,0.571668187562111
117,106,259.45692846388556,0.5479349036040778
117,128,259.45692846388556,0.5479349036040778
117,127,360.4040173081758,0.3132369532453631
117,129,360.4040173081758,0.3132369532453631
117,105,360.4040173081758,0.3132369532453631
117,107,360.4040173081758,0.3132369532453631
118,117,250.14627313625533,0.571668187562111
118,129,259.45692846388556,0.5479349036040778
118,107,259.45692846388556,0.5479349036040778
118,128,360.4040173081758,0.3132369532453631
118,106,360.4040173081758,0.3132369532453631
118,116,500.29254627251066,0.10680119211627108
118,140,518.9138569277711,0.09013964928258439
118,96,518.913856928004,0.09013964928238977
119,120,250.14627313625533,0.571668187562111
119,108,259.45692846388556,0.5479349036040778
119,130,259.45692846388556,0.5479349036040778
119,109,360.4040173081758,0.3132369532453631
119,131,360.4040173081758,0.3132369532453631
119,121,500.29254627251066,0.10680119211627108
119,97,518.9138569277711,0.09013964928258439
119,132,563.5694540903952,0.058520100907029575
120,121,250.14627313625533,0.571668187562111
120,119,250.14627313625533,0.571668187562111
120,131,259.45692846388556,0.5479349036040778
120,109,259.45692846388556,0.5479349036040778
120,110,360.4040173081758,0.3132369532453631
120,132,360.4040173081758,0.3132369532453631
120,130,360.4040173081758,0.3132369532453631
120,108,360.4040173081758,0.3132369532453631
121,120,250.14627313625533,0.571668187562111
121,122,250.14627313625533,0.571668187562111
121,110,259.45692846388556,0.5479349036040778
121,132,259.45692846388556,0.5479349036040778
121,109,360.4040173081758,0.3132369532453631
121,111,360.4040173081758,0.3132369532453631
121,131,360.4040173081758,0.3132369532453631
121,133,360.4040173081758,0.3132369532453631
122,121,250.14627313625533,0.571668187562111
122,123,250.14627313625533,0.571668187562111
122,133,259.45692846388556,0.5479349036040778
122,111,259.45692846388556,0.5479349036040778
122,110,360.4040173081758,0.3132369532453631
122,132,360.4040173081758,0.3132369532453631
122,134,360.4040173081758,0.3132369532453631
122,112,360.4040173081758,0.3132369532453631
123,124,250.14627313625533,0.571668187562111
123,122,250.14627313625533,0.571668187562111
123,112,259.45692846388556,0.5479349036040778
123,134,259.45692846388556,0.5479349036040778
123,113,360.4040173081758,0.3132369532453631
123,111,360.4040173081758,0.3132369532453631
123,133,360.4040173081758,0.3132369532453631
123,135,360.4040173081758,0.3132369532453631
124,125,250.14627313613892,0.5716681875624086
124,123,250.14627313625533,0.571668187562111
124,113,259.45692846388556,0.5479349036040778
124,135,259.45692846388556,0.5479349036040778
124,136,360.404017308095,0.3132369532455262
124,114,360.404017308095,0.3132369532455262
124,112,360.4040173081758,0.3132369532453631
124,134,360.4040173081758,0.3132369532453631
125,124,250.14627313613892,0.5716681875624086
125,126,250.14627313625533,0.571668187562111
125,114,259.45692846388556,0.5479349036040778
125,136,259.45692846388556,0.5479349036040778
125,135,360.404017308095,0.3132369532455262
125,113,360.404017308095,0.3132369532455262
125,137,360.4040173081758,0.3132369532453631
125,115,360.4040173081758,0.3132369532453631
126,127,250.14627313625533,0.571668187562111
126,125,250.14627313625533,0.571668187562111
126,115,259.45692846388556,0.5479349036040778
126,137,259.45692846388556,0.5479349036040778
126,136,360.4040173081758,0.3132369532453631
126,114,360.4040173081758,0.3132369532453631
126,138,360.4040173081758,0.3132369532453631
126,116,360.4040173081758,0.3132369532453631
127,126,250.14627313625533,0.571668187562111
127,128,250.14627313625533,0.571668187562111
127,138,259.45692846388556,0.5479349036040778
127,116,259.45692846388556,0.5479349036040778
127,139,360.4040173081758,0.3132369532453631
127,137,360.4040173081758,0.3132369532453631
127,115,360.4040173081758,0.3132369532453631
127,117,360.4040173081758,0.3132369532453631
128,127,250.14627313625533,0.571668187562111
128,129,250.14627313625533,0.571668187562111
128,139,259.45692846388556,0.5479349036040778
128,117,259.45692846388556,0.5479349036040778
128,140,360.4040173081758,0.3132369532453631
128,116,360.4040173081758,0.3132369532453631
128,138,360.4040173081758,0.3132369532453631
128,118,360.4040173081758,0.3132369532453631
129,128,250.14627313625533,0.571668187562111
129,118,259.45692846388556,0.5479349036040778
129,140,259.45692846388556,0.5479349036040778
129,117,360.4040173081758,0.3132369532453631
129,139,360.4040173081758,0.3132369532453631
129,127,500.29254627251066,0.10680119211627108
129,107,518.9138569277711,0.09013964928258439
129,138,563.5694540903952,0.058520100907029575
130,131,250.14627313625533,0.571668187562111
130,119,259.45692846388556,0.5479349036040778
130,120,360.4040173081758,0.3132369532453631
130,132,500.29254627251066,0.10680119211627108
130,108,518.9138569277711,0.09013964928258439
130,121,563.5694540903952,0.058520100907029575
130,109,576.0596747522026,0.05152996993285937
130,110,720.8080346163516,0.009627022000322588
131,132,250.14627313625533,0.571668187562111
131,130,250.14627313625533,0.571668187562111
131,120,259.45692846388556,0.5479349036040778
131,121,360.4040173081758,0.3132369532453631
131,119,360.4040173081758,0.3132369532453631
131,133,500.29254627251066,0.10680119211627108
131,109,518.9138569277711,0.09013964928258439
131,122,563.5694540903952,0.058520100907029575
132,133,250.14627313625533,0.571668187562111
132,131,250.14627313625533,0.571668187562111
132,121,259.45692846388556,0.5479349036040778
132,120,360.4040173081758,0.3132369532453631
132,122,360.4040173081758,0.3132369532453631
132,134,500.29254627251066,0.10680119211627108
132,130,500.29254627251066,0.10680119211627108
132,110,518.9138569277711,0.09013964928258439
133,132,250.14627313625533,0.571668187562111
133,134,250.14627313625533,0.571668187562111
133,122,259.45692846388556,0.5479349036040778
133,121,360.4040173081758,0.3132369532453631
133,123,360.4040173081758,0.3132369532453631
133,135,500.29254627251066,0.10680119211627108
133,131,500.29254627251066,0.10680119211627108
133,111,518.9138569277711,0.09013964928258439
134,135,250.14627313625533,0.571668187562111
134,133,250.14627313625533,0.571668187562111
134,123,259.45692846388556,0.5479349036040778
134,122,360.4040173081758,0.3132369532453631
134,124,360.4040173081758,0.3132369532453631
134,136,500.29254627239425,0.10680119211638225
134,132,500.29254627251066,0.10680119211627108
134,112,518.9138569277711,0.09013964928258439
135,136,250.14627313613892,0.5716681875624086
135,134,250.14627313625533,0.571668187562111
135,124,259.45692846388556,0.5479349036040778
135,125,360.404017308095,0.3132369532455262
135,123,360.4040173081758,0.3132369532453631
135,137,500.29254627239425,0.10680119211638225
135,133,500.29254627251066,0.10680119211627108
135,113,518.9138569277711,0.09013964928258439
136,135,250.14627313613892,0.5716681875624086
136,137,250.14627313625533,0.571668187562111
136,125,259.45692846388556,0.5479349036040778
136,124,360.404017308095,0.3132369532455262
136,126,360.4040173081758,0.3132369532453631
136,134,500.29254627239425,0.10680119211638225
136,138,500.29254627251066,0.10680119211627108
136,114,518.9138569277711,0.09013964928258439
137,136,250.14627313625533,0.571668187562111
137,138,250.14627313625533,0.571668187562111
137,126,259.45692846388556,0.5479349036040778
137,127,360.4040173081758,0.3132369532453631
137,125,360.4040173081758,0.3132369532453631
137,135,500.29254627239425,0.10680119211638225
137,139,500.29254627251066,0.10680119211627108
137,115,518.9138569277711,0.09013964928258439
138,137,250.14627313625533,0.571668187562111
138,139,250.14627313625533,0.571668187562111
138,127,259.45692846388556,0.5479349036040778
138,126,360.4040173081758,0.3132369532453631
138,128,360.4040173081758,0.3132369532453631
138,140,500.29254627251066,0.10680119211627108
138,136,500.29254627251066,0.10680119211627108
138,116,518.9138569277711,0.09013964928258439
139,140,250.14627313625533,0.571668187562111
139,138,250.14627313625533,0.571668187562111
139,128,259.45692846388556,0.5479349036040778
139,129,360.4040173081758,0.3132369532453631
139,127,360.4040173081758,0.3132369532453631
139,137,500.29254627251066,0.10680119211627108
139,117,518.9138569277711,0.09013964928258439
139,126,563.5694540903952,0.058520100907029575
140,139,250.14627313625533,0.571668187562111
140,129,259.45692846388556,0.5479349036040778
140,128,360.4040173081758,0.3132369532453631
140,138,500.29254627251066,0.10680119211627108
140,118,518.9138569277711,0.09013964928258439
140,127,563.5694540903952,0.058520100907029575
140,117,576.0596747522026,0.05152996993285937
140,116,720.8080346163516,0.009627022000322588
