source,target,distance,weight
6,28,518.9138569275383,0.0901396492827791
7,6,250.14627313625533,0.571668187562111
7,8,250.14627313625533,0.571668187562111
7,18,259.4569284634199,0.5479349036052611
7,17,360.40401730784055,0.3132369532460396
7,19,360.40401730784055,0.3132369532460396
7,5,500.29254627239425,0.10680119211638225
7,9,500.29254627251066,0.10680119211627108
7,29,518.9138569275383,0.0901396492827791
8,9,250.14627313625533,0.571668187562111
8,7,250.14627313625533,0.571668187562111
8,19,259.4569284634199,0.5479349036052611
8,18,360.40401730784055,0.3132369532460396
8,20,360.40401730784055,0.3132369532460396
8,6,500.29254627251066,0.10680119211627108
8,10,500.29254627251066,0.10680119211627108
8,30,518.9138569275383,0.0901396492827791
9,10,250.14627313625533,0.571668187562111
9,8,250.14627313625533,0.571668187562111
9,20,259.4569284634199,0.5479349036052611
9,21,360.40401730784055,0.3132369532460396
9,19,360.40401730784055,0.3132369532460396
9,7,500.29254627251066,0.10680119211627108
9,31,518.9138569275383,0.0901396492827791
9,18,563.5694540901808,0.05852010090715598
10,9,250.14627313625533,0.571668187562111
10,21,259.4569284634199,0.5479349036052611
10,20,360.40401730784055,0.3132369532460396
10,8,500.29254627251066,0.10680119211627108
10,32,518.9138569275383,0.0901396492827791
10,19,563.5694540901808,0.05852010090715598
10,31,576.0596747519928,0.051529969932970626
10,30,720.8080346161839,0.009627022000343391
11,12,250.14627313625533,0.571668187562111
11,0,259.4569284634199,0.5479349036052611
11,22,259.4569284641184,0.5479349036034862
11,1,360.40401730784055,0.3132369532460396
11,23,360.4040173083434,0.313236953245025
11,13,500.29254627251066,0.10680119211627108
11,33,518.913856928004,0.09013964928238977
11,2,563.5694540901808,0.05852010090715598
12,11,250.14627313625533,0.571668187562111
12,13,250.14627313625533,0.571668187562111
12,1,259.4569284634199,0.5479349036052611
12,23,259.4569284641184,0.5479349036034862
12,0,360.40401730784055,0.3132369532460396
12,2,360.40401730784055,0.3132369532460396
12,22,360.4040173083434,0.313236953245025
12,24,360.4040173083434,0.313236953245025
13,12,250.14627313625533,0.571668187562111
13,14,250.14627313625533,0.571668187562111
13,2,259.4569284634199,0.5479349036052611
13,24,259.4569284641184,0.5479349036034862
13,3,360.40401730784055,0.3132369532460396
13,1,360.40401730784055,0.3132369532460396
13,25,360.4040173083434,0.313236953245025
13,23,360.4040173083434,0.313236953245025
14,13,250.14627313625533,0.571668187562111
14,15,250.14627313625533,0.571668187562111
14,3,259.4569284634199,0.5479349036052611
14,25,259.4569284641184,0.5479349036034862
14,4,360.40401730784055,0.3132369532460396
14,2,360.40401730784055,0.3132369532460396
14,26,360.4040173083434,0.313236953245025
14,24,360.4040173083434,0.313236953245025
15,14,250.14627313625533,0.571668187562111
15,16,250.14627313625533,0.571668187562111
15,4,259.4569284634199,0.5479349036052611
15,26,259.4569284641184,0.5479349036034862
15,5,360.40401730784055,0.3132369532460396
15,3,360.40401730784055,0.3132369532460396
15,25,360.4040173083434,0.313236953245025
15,27,360.4040173083434,0.313236953245025
16,17,250.14627313613892,0.5716681875624086
16,15,250.14627313625533,0.571668187562111
16,5,259.4569284634199,0.5479349036052611
16,27,259.4569284641184,0.5479349036034862
16,6,360.4040173077598,0.3132369532462026
16,4,360.40401730784055,0.3132369532460396
16,28,360.4040173082626,0.313236953245188
16,26,360.4040173083434,0.313236953245025
17,16,250.14627313613892,0.5716681875624086
17,18,250.14627313625533,0.571668187562111
17,6,259.4569284634199,0.5479349036052611
17,28,259.4569284641184,0.5479349036034862
17,5,360.4040173077598,0.3132369532462026
17,7,360.40401730784055,0.3132369532460396
17,27,360.4040173082626,0.313236953245188
17,29,360.4040173083434,0.313236953245025
18,19,250.14627313625533,0.571668187562111
18,17,250.14627313625533,0.571668187562111
18,7,259.4569284634199,0.5479349036052611
18,29,259.4569284641184,0.5479349036034862
18,6,360.40401730784055,0.3132369532460396
18,8,360.40401730784055,0.3132369532460396
18,30,360.4040173083434,0.313236953245025
18,28,360.4040173083434,0.313236953245025
19,20,250.14627313625533,0.571668187562111
19,18,250.14627313625533,0.571668187562111
19,8,259.4569284634199,0.5479349036052611
19,30,259.4569284641184,0.5479349036034862
19,9,360.40401730784055,0.3132369532460396
19,7,360.40401730784055,0.3132369532460396
19,29,360.4040173083434,0.313236953245025
19,31,360.4040173083434,0.313236953245025
20,21,250.14627313625533,0.571668187562111
20,19,250.14627313625533,0.571668187562111
20,9,259.4569284634199,0.5479349036052611
20,31,259.4569284641184,0.5479349036034862
20,10,360.40401730784055,0.3132369532460396
20,8,360.40401730784055,0.3132369532460396
20,30,360.4040173083434,0.313236953245025
20,32,360.4040173083434,0.313236953245025
21,20,250.14627313625533,0.571668187562111
21,10,259.4569284634199,0.5479349036052611
21,32,259.4569284641184,0.5479349036034862
21,9,360.40401730784055,0.3132369532460396
21,31,360.4040173083434,0.313236953245025
21,19,500.29254627251066,0.10680119211627108
21,43,518.913856928004,0.09013964928238977
21,8,563.5694540901808,0.05852010090715598
22,23,250.14627313625533,0.571668187562111
22,33,259.45692846388556,0.5479349036040778
22,11,259.4569284641184,0.5479349036034862
22,34,360.4040173081758,0.3132369532453631
22,12,360.4040173083434,0.313236953245025
22,24,500.29254627251066,0.10680119211627108
22,0,518.9138569275383,0.0901396492827791
22,44,518.9138569277711,0.09013964928258439
23,22,250.14627313625533,0.571668187562111
23,24,250.14627313625533,0.571668187562111
23,34,259.45692846388556,0.5479349036040778
23,12,259.4569284641184,0.5479349036034862
23,33,360.4040173081758,0.3132369532453631
23,35,360.4040173081758,0.3132369532453631
23,13,360.4040173083434,0.313236953245025
23,11,360.4040173083434,0.313236953245025
24,23,250.14627313625533,0.571668187562111
24,25,250.14627313625533,0.571668187562111
24,35,259.45692846388556,0.5479349036040778
24,13,259.4569284641184,0.5479349036034862
24,36,360.4040173081758,0.3132369532453631
24,34,360.4040173081758,0.3132369532453631
24,12,360.4040173083434,0.313236953245025
24,14,360.4040173083434,0.313236953245025
25,24,250.14627313625533,0.571668187562111
25,26,250.14627313625533,0.571668187562111
25,36,259.45692846388556,0.5479349036040778
25,14,259.4569284641184,0.5479349036034862
25,35,360.4040173081758,0.3132369532453631
25,37,360.4040173081758,0.3132369532453631
25,13,360.4040173083434,0.313236953245025
25,15,360.4040173083434,0.313236953245025
26,25,250.14627313625533,0.571668187562111
26,27,250.14627313625533,0.571668187562111
26,37,259.45692846388556,0.5479349036040778
26,15,259.4569284641184,0.5479349036034862
26,36,360.4040173081758,0.3132369532453631
26,38,360.4040173081758,0.3132369532453631
26,16,360.4040173083434,0.313236953245025
26,14,360.4040173083434,0.313236953245025
27,28,250.14627313613892,0.5716681875624086
27,26,250.14627313625533,0.571668187562111
27,38,259.45692846388556,0.5479349036040778
27,16,259.4569284641184,0.5479349036034862
27,39,360.404017308095,0.3132369532455262
27,37,360.4040173081758,0.3132369532453631
27,17,360.4040173082626,0.313236953245188
27,15,360.4040173083434,0.313236953245025
28,27,250.14627313613892,0.5716681875624086
28,29,250.14627313625533,0.571668187562111
28,39,259.45692846388556,0.5479349036040778
28,17,259.4569284641184,0.5479349036034862
28,38,360.404017308095,0.3132369532455262
28,40,360.4040173081758,0.3132369532453631
28,16,360.4040173082626,0.313236953245188
28,18,360.4040173083434,0.313236953245025
29,30,250.14627313625533,0.571668187562111
29,28,250.14627313625533,0.571668187562111
29,40,259.45692846388556,0.5479349036040778
29,18,259.4569284641184,0.5479349036034862
29,41,360.4040173081758,0.3132369532453631
29,39,360.4040173081758,0.3132369532453631
29,19,360.4040173083434,0.313236953245025
29,17,360.4040173083434,0.313236953245025
30,31,250.14627313625533,0.571668187562111
30,29,250.14627313625533,0.571668187562111
30,41,259.45692846388556,0.5479349036040778
30,19,259.4569284641184,0.5479349036034862
30,42,360.4040173081758,0.3132369532453631
30,40,360.4040173081758,0.3132369532453631
30,18,360.4040173083434,0.313236953245025
30,20,360.4040173083434,0.313236953245025
31,30,250.14627313625533,0.571668187562111
31,32,250.14627313625533,0.571668187562111
31,42,259.45692846388556,0.5479349036040778
31,20,259.4569284641184,0.5479349036034862
31,43,360.4040173081758,0.3132369532453631
31,41,360.4040173081758,0.3132369532453631
31,19,360.4040173083434,0.313236953245025
31,21,360.4040173083434,0.313236953245025
32,31,250.14627313625533,0.571668187562111
32,43,259.45692846388556,0.5479349036040778
32,21,259.4569284641184,0.5479349036034862
32,42,360.4040173081758,0.3132369532453631
32,20,360.4040173083434,0.313236953245025
32,30,500.29254627251066,0.10680119211627108
32,10,518.9138569275383,0.0901396492827791
32,54,518.9138569277711,0.09013964928258439
33,34,250.14627313625533,0.571668187562111
33,22,259.45692846388556,0.5479349036040778
33,44,259.45692846388556,0.5479349036040778
33,23,360.4040173081758,0.3132369532453631
33,45,360.4040173081758,0.3132369532453631
33,35,500.29254627251066,0.10680119211627108
33,55,518.9138569277711,0.09013964928258439
33,11,518.913856928004,0.09013964928238977
34,33,250.14627313625533,0.571668187562111
34,35,250.14627313625533,0.571668187562111
34,23,259.45692846388556,0.5479349036040778
34,45,259.45692846388556,0.5479349036040778
34,22,360.4040173081758,0.3132369532453631
34,24,360.4040173081758,0.3132369532453631
34,46,360.4040173081758,0.3132369532453631
34,44,360.4040173081758,0.3132369532453631
35,36,250.14627313625533,0.571668187562111
35,34,250.14627313625533,0.571668187562111
35,46,259.45692846388556,0.5479349036040778
35,24,259.45692846388556,0.5479349036040778
35,25,360.4040173081758,0.3132369532453631
35,45,360.4040173081758,0.3132369532453631
35,47,360.4040173081758,0.3132369532453631
35,23,360.4040173081758,0.3132369532453631
36,35,250.14627313625533,0.571668187562111
36,37,250.14627313625533,0.571668187562111
36,47,259.45692846388556,0.5479349036040778
36,25,259.45692846388556,0.5479349036040778
36,46,360.4040173081758,0.3132369532453631
36,24,360.4040173081758,0.3132369532453631
36,48,360.4040173081758,0.3132369532453631
36,26,360.4040173081758,0.3132369532453631
37,38,250.14627313625533,0.571668187562111
37,36,250.14627313625533,0.571668187562111
37,26,259.45692846388556,0.5479349036040778
37,48,259.45692846388556,0.5479349036040778
37,25,360.4040173081758,0.3132369532453631
37,27,360.4040173081758,0.3132369532453631
37,47,360.4040173081758,0.3132369532453631
