aspect,B11,B12,B2,B3,B4,B8,bsi,dem,evi,ndmi,ndvi,pet_apr,pet_aug,pet_dec,pet_feb,pet_jan,pet_jul,pet_jun,pet_mar,pet_may,pet_nov,pet_oct,pet_sep,rain_apr,rain_aug,rain_dec,rain_feb,rain_jan,rain_jul,rain_jun,rain_mar,rain_may,rain_nov,rain_oct,rain_sep,savi,slope,worldcover,clay_0_30,sand_0_30,silt_0_30,soc_0_30,bd_0_30,clay_sand_ratio,silt_clay_ratio,sand_silt_ratio,som,porosity,ndwi,gndvi,brightness_index,ndti,pool_IOM,pool_DPM,pool_RPM,pool_BIO,pool_HUM,annual_rain,annual_pet,aridity_index,cec_0_30
-0.42365438,0.9733049,0.9697041,1.3109807,1.1303573,0.9915984,0.9891817,0.026910692,1.4585488,1.041195,0.49963406,0.78053623,0.99651074,0.3355815,-1.4414467,2.5442386,-2.6237507,0.48186,0.6456372,0.3139026,0.65633684,-1.3449128,-1.6183012,-0.7054871,-2.4248188,-0.4478711,0.3776546,0.0,0.0,-2.1986194,-1.9647646,-0.798329,2.2057402,0.19716711,-1.2121755,-1.3532382,0.98263526,-0.76431465,0.9266665,0.93107358,1.0182191566666663,0.98216042,0.7362169783333333,1.0089246666666665,0.9144137329413896,1.054868746248819,1.0367136935396628,1.2692380706466666,0.619273710691824,0.0080901444116866,-0.0666067479768005,1.0632438602093712,0.0018532080911617,0.0345713006489982,0.0070164567768433,0.1052468516526502,0.02104937033053,0.5683329989243114,-7.61925469,-1.75983102,4.329537667769943,0.95944815
-0.23297966,0.85187256,0.8959516,0.9531421,0.94579196,0.7984262,0.9482303,-0.042905968,1.7093872,0.91731536,0.5313199,0.78910834,-0.9827391,1.9622583,-0.13680287,-2.8455732,2.8938377,1.9325757,1.6072845,1.9918731,1.5587724,-0.119926624,-0.28833294,1.0490211,-0.36627823,1.4640414,-1.3367776,0.0,0.0,0.27699572,-0.080697276,1.0137513,0.14293496,-1.9174211,2.6571128,-1.5389507,0.89423645,0.11006122,-0.80553365,0.9494265283333332,0.9804625166666666,1.0457636166666666,0.6841013,0.995808265,0.968345563643934,1.1014687134374137,0.9375565386294994,1.1793906412,0.6242232962264151,0.0535290188917315,0.0012873871925876,0.8752162099867328,-0.0252193790478327,0.0317978849404043,0.0065230341505959,0.0978455122589393,0.0195691024517878,0.5283657661982725,0.314711274,8.622248066000001,0.036499909488918195,1.2909611333333333
-1.134351,0.84060585,0.6875154,0.9950875,1.2227535,0.6994213,1.4021955,-1.4112014,1.2077105,1.5086809,1.4838791,0.9720054,-0.9827391,1.1489199,-0.13680287,-2.8455732,2.8938377,1.2072178,1.6072845,1.9918731,1.5587724,-1.3449128,-0.28833294,1.0490211,-0.36627823,1.4640414,-1.3367776,0.0,0.0,0.27699572,-0.31620568,1.0137513,0.3304627,-1.5649897,1.8832552,-1.5389507,1.3723863,0.11006122,0.9266665,0.93534724,0.90902771,1.0294334833333332,0.74783488,0.9538800233333332,1.028953495818076,1.1005896412687688,0.8830368593185293,1.28926733312,0.6400452742138365,0.2503965186216782,0.0683601852835997,0.9960713520265352,0.1001821354162832,0.0351933648684205,0.0071264151513157,0.1068962272697369,0.0213792454539473,0.5772396272565794,-0.15469559,5.85856559,-0.02640502826563046,1.2501797166666668
-1.4116961,0.6659057,0.6840926,0.70939267,0.6937537,0.5990736,0.5907667,0.3682265,0.07893813,0.5941294,0.20702873,0.6752829,-0.9827391,1.1489199,-0.13680287,-0.15066734,0.13504352,1.2072178,0.6456372,1.5723805,1.5587724,-1.3449128,-0.28833294,1.0490211,-0.595005,1.1453892,-1.3367776,0.0,0.0,-0.21812733,-0.5517141,1.0137513,0.51799047,-1.2125584,1.8832552,-1.5389507,0.5970247,0.11006122,-0.80553365,-1.0709775833333337,-1.0796117,-1.0569636333333332,-1.03310795,-1.0707634500000005,0.9920025721593544,0.9869148054841792,1.0214274795767968,-1.7810781058,0.99,-0.0597920349010609,-0.0801754491403951,0.6481448042222702,-0.01347179474226,,,,,,-0.8927469599999998,4.41353737,-0.20227470284226906,-1.0259552333333333
0.044365376,-0.6526879,-0.62180585,-0.17156881,-0.48930594,-0.55272394,-0.6862059,0.22254007,-0.6735768,-0.62884784,-0.3530006,-0.09110303,-0.9827391,1.1489199,-0.13680287,-0.15066734,0.13504352,1.2072178,0.6456372,1.5723805,1.5587724,-1.3449128,-0.28833294,1.0490211,-0.82373166,0.82673717,-1.3367776,0.0,0.0,-0.21812733,-0.5517141,1.0137513,0.7055182,-1.2125584,1.1093975,-1.3532382,-0.62195987,-0.76431465,-0.80553365,-1.1603542166666665,-1.1698242833333334,-1.1520036500000002,-1.1210040833333332,-1.1651784166666668,0.991904710133318,0.992803433170041,1.0154692507557015,-1.9326110396666665,0.99,0.0250340990450475,0.1675014689771223,0.5219789539667319,0.0242308367538091,,,,,,-1.8407431200000002,4.41353737,-0.4170675278546469,-1.1303111833333332
-0.2156456,-1.1284217,-1.0493501,-0.776634,-1.1266264,-1.0461649,-1.253231,1.3207885,-0.6735768,-1.2454729,-1.8543174,-0.6675419,0.0068858177,1.1489199,-0.13680287,-0.15066734,0.13504352,1.2072178,0.6456372,1.5723805,0.65633684,-1.3449128,-1.6183012,0.17176704,-1.0524584,0.50808513,-0.4795615,0.0,0.0,-0.71325034,-0.7872225,-0.798329,0.89304596,-0.860127,1.1093975,-1.3532382,-1.2379222,-0.76431465,-0.80553365,-1.1603542166666665,-1.1698242833333334,-1.1520036500000002,-1.1210040833333332,-1.1651784166666668,0.991904710133318,0.992803433170041,1.0154692507557015,-1.9326110396666665,0.99,0.0524044920571332,0.0531983975174311,1.0871402952629825,0.036308487418195,,,,,,-3.5336583499999996,2.2935044077,-1.5407244643334546,-1.1303111833333332
-0.18097746,-0.87252843,-0.7412997,-0.4991759,-0.90507853,-0.8504137,-1.1398915,2.2410042,-0.9244151,-1.1494899,-2.4875436,-0.55166143,0.0068858177,1.1489199,-1.4414467,-0.15066734,0.13504352,1.2072178,0.6456372,1.152888,0.65633684,-1.3449128,-1.6183012,0.17176704,-1.2811852,0.50808513,-0.4795615,0.0,0.0,-0.71325034,-1.022731,-0.798329,1.0805737,-0.860127,0.33553985,-1.3532382,-1.1415737,-0.76431465,-0.80553365,-1.1603542166666665,-1.1698242833333334,-1.1520036500000002,-1.1210040833333332,-1.1651784166666668,0.991904710133318,0.992803433170041,1.0154692507557015,-1.9326110396666665,0.99,0.1328565007801329,0.1148246509998975,0.8781715682640412,0.0813151831725724,,,,,,-4.58422356,0.5693680777000001,-8.051423568596036,-1.1303111833333332
0.061699443,-0.79635024,-0.6084963,-0.3174728,-0.80636036,-0.74974704,-1.142365,2.4912543,-0.798996,-1.2022803,-2.7471948,-0.65524286,0.0068858177,1.1489199,-1.4414467,-0.15066734,0.13504352,0.48186,0.6456372,1.152888,0.65633684,-1.3449128,-1.6183012,0.17176704,-1.2811852,0.18943305,-0.4795615,0.0,0.0,-1.2083734,-1.2582394,-0.798329,1.2681015,-0.5076956,0.33553985,-1.3532382,-1.1951747,-0.76431465,-0.80553365,-1.1430207,-1.153840683333333,-1.132881933333333,-1.100472983333333,-1.14944265,0.99062263665199,0.9911298485962092,1.0185003832997246,-1.8972154232666667,0.99,0.1784763191937357,0.1724227779331614,0.7785684472697604,0.133718477179721,,,,,,-5.093547899999999,-0.15598972230000016,32.65309935102047,-1.1071209499999999
0.49505106,-0.58538306,-0.5225069,-0.31494582,-0.55779946,-0.5061422,-0.69378495,0.29389587,-0.6735768,-0.70939106,-0.57056445,-0.36957607,0.0068858177,0.3355815,-1.4414467,-0.15066734,0.13504352,0.48186,0.6456372,0.7333952,0.65633684,-1.3449128,-1.6183012,0.17176704,-1.5099118,-0.12921901,-0.4795615,0.0,0.0,-1.2083734,-1.2582394,-0.798329,1.4556291,-0.15526426,0.33553985,-1.1675259,-0.70218384,-0.76431465,0.9266665,-1.052171966666667,-1.059009366666667,-1.0327773999999998,-1.0179590666666667,-1.0550275999999998,0.9935435887394258,0.9815671132846184,1.0253994390917802,-1.7549614309333337,0.99,0.0847440595391374,0.1086506742281968,0.5325974860047368,0.0567530732023241,,,,,,-4.91525532,-1.3888209223,3.5391570223898547,-1.0067063166666668
0.58172137,1.1320298,1.176242,1.3408072,1.1050807,1.207892,0.76739943,1.0955025,-0.17190018,0.5107028,-0.2510468,0.57635266,0.99651074,0.3355815,-1.4414467,-0.15066734,0.13504352,0.48186,0.6456372,0.7333952,0.65633684,-1.3449128,-1.6183012,-0.7054871,-1.7386385,-0.12921901,-0.4795615,0.0,0.0,-1.7034963,-1.4937477,-0.798329,1.6431569,-0.15526426,-0.43831784,-1.1675259,0.53661215,0.11006122,0.9266665,-0.7406850016666666,-0.7407485000000001,-0.6933022,-0.7430907383333334,-0.7245751000000001,0.999914278147936,0.9360284040313396,1.0684352364668686,-1.2810884328866667,0.99,-0.1919683893671574,-0.1803390405002589,1.1576282730601586,-0.0191538102228689,,,,,,-6.46094311,-1.27645014,5.06164941938116,-0.6667238333333333
