soc_15-30,soc_0-5,soc_5-15,som,clay_5-15,clay_15-30,bd_0-5,bd_0_30,cec_5-15,bd_15-30,clay_0_30,sand_0_30,bd_5-15,cec_0-5,pool_RPM,porosity,pool_IOM,pool_HUM,sand_0-5,pool_BIO,clay_0-5,sand_5-15,pool_DPM,silt_0_30,silt_15-30,soc_0_30,x,y
-1.0948018,-1.1543347,-1.1436422,-1.9326110396666665,-1.159624,-1.161195,-1.1642473,-1.1651784166666668,-1.1277053,-1.165377,-1.1603542166666665,-1.1698242833333334,-1.1653461,-1.1270899,,0.99,,,-1.1706257,,-1.1592923,-1.1710299,,-1.1520036500000002,-1.1517415,-1.1210040833333332,769692.0482726059,1457458.5100826677
-1.0948018,-1.1543347,-1.1436422,-1.9326110396666665,-1.159624,-1.161195,-1.1642473,-1.1651784166666668,-1.1277053,-1.165377,-1.1603542166666665,-1.1698242833333334,-1.1653461,-1.1270899,,0.99,,,-1.1706257,,-1.1592923,-1.1710299,,-1.1520036500000002,-1.1517415,-1.1210040833333332,769942.1945457421,1457458.5100826677
-1.0948018,-1.1543347,-1.1436422,-1.9326110396666665,-1.159624,-1.161195,-1.1642473,-1.1651784166666668,-1.1277053,-1.165377,-1.1603542166666665,-1.1698242833333334,-1.1653461,-1.1270899,,0.99,,,-1.1706257,,-1.1592923,-1.1710299,,-1.1520036500000002,-1.1517415,-1.1210040833333332,770192.3408188784,1457458.5100826677
-1.0724939,-1.1327018,-1.1263272,-1.8972154232666667,-1.1433705,-1.143252,-1.1485305,-1.14944265,-1.1040581,-1.1497028,-1.1430207,-1.153840683333333,-1.1495085,-1.1047418,,0.99,,,-1.1540136,,-1.1416272,-1.1538124,,-1.132881933333333,-1.1314833,-1.100472983333333,770442.4870920145,1457458.5100826677
-1.0055703,-1.0461701,-1.0224367,-1.7549614309333337,-1.0539763,-1.0535368,-1.0542301,-1.0550275999999998,-1.0094695,-1.0556571,-1.052171966666667,-1.059009366666667,-1.0544821,-1.0041758,,0.99,,,-1.0584944,,-1.0444688,-1.0591162,,-1.0327773999999998,-1.0301924,-1.0179590666666667,770692.6333651508,1457458.5100826677
-0.73787576,-0.75412595,-0.7453956,-1.2810884328866667,-0.74516,-0.73654306,-0.7241787,-0.7245751000000001,-0.66658556,-0.7264973,-0.7406850016666666,-0.7407485000000001,-0.72189,-0.6577816,,0.99,,,-0.7428658,,-0.74416083,-0.7405927,,-0.6933022,-0.6959323,-0.7430907383333334,770942.779638287,1457458.5100826677
0.5782887,0.71691126,0.67444015,1.0920556343066667,0.7745413,0.81253964,0.8789282,0.8752008366666666,0.9887161,0.8722791,0.7936242366666666,0.82104305,0.87771976,1.0294931,0.0906469370668247,0.6697355333333334,0.029130029554502,0.4894934601608534,0.81451255,0.0181293874133649,0.7750439,0.8261986,0.0060431291377883,0.9810610883333336,0.96523875,0.6334429433333334,771192.9259114233,1457458.5100826677
0.68982804,0.760177,0.882221,1.320038963146667,0.880189,0.90823585,0.9889453,0.9853517,1.0714812,0.9819991,0.8928813149999999,0.9943445666666668,0.9885838,1.1077111,0.1094298264536913,0.6281691698113208,0.0361516769753913,0.5909210628499331,0.9889389,0.0218859652907382,0.87220234,0.9897647,0.0072953217635794,1.0721730833333334,1.0665296,0.7656838533333333,771443.0721845595,1457458.5100826677
0.7790595,0.7818099,0.5705497,1.2240652278666666,0.9614564,0.8484257,1.004662,0.995808265,1.3197764,0.99767333,0.90184215,1.00397216,0.9885838,1.2082771,0.1015261901691978,0.6242232962264151,0.0331733655386809,0.5482414269136684,0.9764799,0.0203052380338395,0.942863,0.97254723,0.0067684126779465,1.0618753833333334,1.0969169,0.7100146333333333,768941.6094531971,1457199.0531542036
0.8013674,0.82507575,0.6571251,1.3054783550999998,0.9370762,0.9142169,1.004662,0.995808265,1.3788943,0.99767333,0.92808311,0.9755418916666666,0.9885838,1.2753211,0.1082310294636007,0.6242232962264151,0.0356978285759946,0.5844475591034443,0.96402085,0.0216462058927201,0.95169556,0.9682428,0.00721540196424,1.0622624166666663,1.0766587,0.7572380249999999,769191.7557263334,1457199.0531542036
0.60059655,0.5222151,0.5186045,0.9657887508333334,0.6770204,0.68693835,0.6903274,0.6916500716666666,1.0241868,0.68418777,0.6821235416666667,0.6753537916666665,0.70350486,0.98479706,0.0802314936349541,0.7389999729559749,0.0253256674336392,0.4332500656287522,0.68161625,0.0160462987269908,0.6778854,0.6798499,0.0053487662423302,0.7518196116666668,0.75252783,0.5602022916666667,769441.9019994696,1457199.0531542036
-1.0278782,-1.0894359,-1.074382,-1.8164737796666663,-1.0864832,-1.089423,-1.0856636,-1.0864993166666668,-1.0449402,-1.0870057,-1.0883111666666667,-1.0987794,-1.0861576,-1.0488718,,0.99,,,-1.1000246,,-1.0886316,-1.0978556,,-1.0805815166666666,-1.0808378,-1.0536390833333331,769692.0482726059,1457199.0531542036
-1.0948018,-1.1543347,-1.1436422,-1.9326110396666665,-1.159624,-1.161195,-1.1642473,-1.1651784166666668,-1.1277053,-1.165377,-1.1603542166666665,-1.1698242833333334,-1.1653461,-1.1270899,,0.99,,,-1.1706257,,-1.1592923,-1.1710299,,-1.1520036500000002,-1.1517415,-1.1210040833333332,769942.1945457421,1457199.0531542036
-1.0948018,-1.1543347,-1.1436422,-1.9326110396666665,-1.159624,-1.161195,-1.1642473,-1.1651784166666668,-1.1277053,-1.165377,-1.1603542166666665,-1.1698242833333334,-1.1653461,-1.1270899,,0.99,,,-1.1706257,,-1.1592923,-1.1710299,,-1.1520036500000002,-1.1517415,-1.1210040833333332,770192.3408188784,1457199.0531542036
-1.0948018,-1.1543347,-1.1436422,-1.9326110396666665,-1.159624,-1.161195,-1.1642473,-1.1651784166666668,-1.1277053,-1.165377,-1.1603542166666665,-1.1698242833333334,-1.1653461,-1.1270899,,0.99,,,-1.1706257,,-1.1592923,-1.1710299,,-1.1520036500000002,-1.1517415,-1.1210040833333332,770442.4870920145,1457199.0531542036
