aspect,B11,B12,B2,B3,B4,B8,bd_0-5,bd_15-30,bd_5-15,bsi,cec_0-5,cec_15-30,cec_5-15,clay_0-5,clay_15-30,clay_5-15,dem,evi,ndmi,ndvi,ph_0-5,ph_15-30,ph_5-15,sand_0-5,sand_15-30,sand_5-15,savi,silt_0-5,silt_15-30,silt_5-15,slope,soc_0-5,soc_15-30,soc_5-15,tpi,tri,worldcover,x,y,soc_0_30,clay_0_30,sand_0_30,silt_0_30,ph_0_30,bd_0_30,cec_0_30,twi
106.0,2622.8235,1744.7596,646.9996,953.9541,937.1757,3109.0867,137.0,137.0,135.0,-0.027728574,169.0,166.0,160.0,242.0,337.0,262.0,872.0,0.3976059,0.079203755,0.5328842,65.0,65.0,65.0,527.0,453.0,508.0,0.36240414,230.0,210.0,230.0,3.0,18.0,8.0,13.0,2.875,2.5555556,10.0,768941.6094531971,1456420.682368812,11.333333,296.16666,483.66666,220.0,65.0,136.33333,164.5,-1.7280635
128.0,2617.545,1792.3335,587.7889,898.45776,949.1396,3009.5894,138.0,138.0,136.0,0.00043634925,189.0,182.0,178.0,249.0,355.0,268.0,866.0,0.3608651,0.061404992,0.51140606,66.0,66.0,66.0,523.0,442.0,506.0,0.34039828,228.0,203.0,227.0,2.0,17.0,8.0,11.0,-0.5,3.3333333,40.0,769191.7557263334,1456420.682368812,10.5,308.33334,476.83334,215.16667,66.0,137.33333,181.83333,-1.3637385
136.0,2631.0415,1812.9818,544.84644,780.1272,913.0816,2374.9368,22.0,22.0,22.0,0.090411834,32.0,31.0,30.0,40.0,58.0,44.0,863.0,0.2633759,-0.045248535,0.4360803,11.0,11.0,11.0,84.0,70.0,80.0,0.26148212,38.0,33.0,37.0,2.0,2.0,1.0,2.0,1.125,3.2222223,40.0,769441.9019994696,1456420.682368812,1.5,50.333332,75.666664,35.166668,11.0,22.0,30.833334,-1.523076
123.0,955.8712,670.832,397.93518,512.69336,500.60712,818.73694,0.0,0.0,0.0,0.04929234,0.0,0.0,0.0,0.0,0.0,0.0,858.0,0.052607026,-0.07096497,-0.05249722,0.0,0.0,0.0,0.0,0.0,0.0,0.050598554,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.25,2.4444444,40.0,769692.0482726059,1456420.682368812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9957323
100.0,192.43784,158.34122,296.04007,376.90308,292.55438,130.02968,0.0,0.0,0.0,0.06141968,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.04210112,-0.18550062,-0.40370363,0.0,0.0,0.0,0.0,0.0,0.0,-0.04506778,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.8888889,40.0,769942.1945457421,1456420.682368812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4011974
270.0,231.35303,190.93047,280.75723,358.81818,279.1305,140.62508,7.0,7.0,7.0,0.08371439,11.0,11.0,10.0,14.0,20.0,14.0,855.0,-0.03582248,-0.22469741,-0.36725488,4.0,4.0,4.0,27.0,22.0,26.0,-0.038583945,14.0,12.0,14.0,3.0,2.0,1.0,1.0,-1.0,0.8888889,40.0,770192.3408188784,1456420.682368812,1.1666666,17.0,24.166666,13.0,4.0,7.0,10.666667,-3.4011974
246.0,2684.9617,1762.563,456.2598,694.9694,819.6886,2405.5056,136.0,136.0,135.0,0.09790079,208.0,197.0,195.0,251.0,373.0,271.0,872.0,0.28619292,-0.05300832,0.49555203,65.0,65.0,65.0,502.0,413.0,485.0,0.28919327,247.0,214.0,244.0,2.0,19.0,8.0,12.0,1.875,4.5555553,20.0,770942.779638287,1456420.682368812,11.166667,318.66666,451.83334,229.5,65.0,135.66667,198.16667,-1.39523
237.0,2448.7634,1594.1162,420.73837,668.6062,781.2829,2397.5452,136.0,136.0,135.0,0.06267698,206.0,196.0,193.0,250.0,370.0,273.0,878.0,0.29238006,-0.0075857528,0.51578647,64.0,65.0,65.0,502.0,414.0,483.0,0.29680625,248.0,216.0,244.0,2.0,19.0,8.0,12.0,2.5,3.7777777,10.0,771192.9259114233,1456420.682368812,11.166667,317.66666,451.66666,230.66667,64.833336,135.66667,196.66667,-1.3552096
217.0,2712.6826,1876.2196,497.80847,776.62164,1001.1377,2550.6123,136.0,137.0,135.0,0.09622281,208.0,198.0,196.0,257.0,374.0,281.0,883.0,0.27241594,-0.030091736,0.4385702,64.0,65.0,65.0,505.0,418.0,487.0,0.27960703,237.0,208.0,230.0,3.0,19.0,7.0,13.0,4.5,4.0,40.0,771443.0721845595,1456420.682368812,11.0,323.5,455.5,220.16667,64.833336,136.16667,199.0,-1.9228477
141.0,2492.717,1706.5867,608.16455,863.62024,962.9218,2595.4714,137.0,137.0,135.0,0.039558735,152.0,149.0,143.0,231.0,336.0,257.0,872.0,0.30612412,0.012393958,0.46461308,65.0,65.0,65.0,551.0,466.0,526.0,0.29292375,219.0,198.0,218.0,3.0,18.0,7.0,12.0,2.25,2.0,10.0,768941.6094531971,1456161.225440348,10.5,292.16666,500.16666,208.16667,65.0,136.33333,147.5,-1.8651626
134.0,2500.7056,1698.3784,574.4829,823.28735,908.0539,2537.6548,137.0,138.0,136.0,0.04675418,172.0,169.0,165.0,240.0,344.0,262.0,868.0,0.29736462,0.0028276287,0.47292125,65.0,65.0,65.0,529.0,448.0,508.0,0.28736022,231.0,207.0,230.0,2.0,18.0,7.0,11.0,1.25,3.3333333,40.0,769191.7557263334,1456161.225440348,10.166667,299.33334,481.5,218.66667,65.0,137.16667,168.16667,-1.4419736
141.0,2375.7302,1579.7083,523.80615,763.6434,824.45123,2297.8748,2.0,2.0,2.0,0.05376665,2.0,2.0,2.0,3.0,4.0,3.0,862.0,0.2683133,-0.01167412,0.42677724,1.0,1.0,1.0,6.0,5.0,6.0,0.2613327,3.0,2.0,3.0,2.0,0.0,0.0,0.0,-0.25,3.5555556,20.0,769441.9019994696,1456161.225440348,0.0,3.5,5.5,2.5,1.0,2.0,2.0,-1.5446403
153.0,605.1847,426.77066,349.32346,450.3445,395.73288,547.31067,0.0,0.0,0.0,0.0439212,0.0,0.0,0.0,0.0,0.0,0.0,858.0,0.022277752,-0.08766351,-0.12938823,0.0,0.0,0.0,0.0,0.0,0.0,0.019329261,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.125,2.5555556,40.0,769692.0482726059,1456161.225440348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
117.0,166.3475,139.90947,287.3827,368.23373,282.83234,118.342155,0.0,0.0,0.0,0.047104016,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.042613614,-0.15464297,-0.42511553,0.0,0.0,0.0,0.0,0.0,0.0,-0.04576322,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-0.875,0.7777778,40.0,769942.1945457421,1456161.225440348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0943446
259.0,209.57227,174.22707,277.5677,358.4006,278.80743,132.65617,1.0,1.0,1.0,0.07247336,2.0,1.0,1.0,2.0,3.0,2.0,855.0,-0.037728336,-0.19144745,-0.3926093,0.0,0.0,0.0,4.0,3.0,4.0,-0.04076405,2.0,2.0,2.0,2.0,0.0,0.0,0.0,-1.25,1.1111112,40.0,770192.3408188784,1456161.225440348,0.0,2.5,3.5,2.0,0.0,1.0,1.1666666,-2.9957323
242.0,967.7663,699.614,358.42285,469.68027,450.397,792.86554,26.0,26.0,26.0,0.117526114,41.0,39.0,38.0,50.0,76.0,53.0,857.0,0.06390404,-0.17511848,0.034794126,13.0,13.0,13.0,99.0,81.0,97.0,0.06181281,50.0,42.0,49.0,2.0,6.0,3.0,3.0,-2.25,3.3333333,20.0,770442.4870920145,1456161.225440348,3.5,64.0,89.333336,45.666668,13.0,26.0,39.0,-2.9957323
242.0,2467.333,1731.4196,495.1974,717.2436,819.2893,2074.1228,136.0,137.0,136.0,0.11667445,210.0,202.0,197.0,251.0,392.0,270.0,862.0,0.23283155,-0.08624216,0.41205722,65.0,65.0,66.0,504.0,401.0,489.0,0.23317908,246.0,208.0,241.0,2.0,21.0,9.0,13.0,-2.125,4.3333335,20.0,770692.6333651508,1456161.225440348,12.333333,327.83334,447.5,225.33333,65.333336,136.5,201.66667,-1.5797403
223.0,2727.769,1859.1404,482.65796,728.5346,891.24994,2378.737,136.0,136.0,135.0,0.114095345,207.0,196.0,194.0,255.0,389.0,275.0,868.0,0.26507893,-0.06711632,0.46025044,65.0,65.0,66.0,500.0,402.0,484.0,0.270177,245.0,208.0,241.0,3.0,19.0,8.0,12.0,-1.25,4.0,20.0,770942.779638287,1456161.225440348,11.166667,328.66666,445.66666,225.16667,65.333336,135.66667,197.16667,-1.8745968
217.0,2688.777,1802.2213,474.42908,735.3898,881.4709,2436.23,135.0,136.0,134.0,0.09769422,208.0,195.0,193.0,257.0,385.0,276.0,874.0,0.2756999,-0.04663069,0.47432837,65.0,65.0,65.0,499.0,405.0,483.0,0.28081656,245.0,210.0,241.0,3.0,19.0,8.0,12.0,0.0,3.7777777,20.0,771192.9259114233,1456161.225440348,11.166667,327.33334,446.66666,226.16667,65.0,135.16667,196.5,-1.8444678
201.0,2545.113,1674.9491,443.15076,700.5492,829.91016,2382.6921,136.0,137.0,135.0,0.083540104,206.0,193.0,192.0,257.0,374.0,277.0,878.0,0.28751436,-0.029662885,0.4909992,65.0,65.0,65.0,509.0,418.0,493.0,0.29240876,234.0,207.0,229.0,3.0,19.0,8.0,12.0,1.25,3.3333333,10.0,771443.0721845595,1456161.225440348,11.166667,322.16666,458.16666,218.83333,65.0,136.16667,194.83333,-1.8099251
169.0,2325.7563,1540.0665,465.7984,724.82153,860.5299,2510.8904,138.0,138.0,136.0,0.032222588,154.0,152.0,143.0,225.0,334.0,254.0,870.0,0.30272326,0.03543359,0.48942038,65.0,65.0,66.0,558.0,471.0,534.0,0.30292198,218.0,195.0,213.0,2.0,17.0,7.0,11.0,2.0,2.6666667,10.0,768941.6094531971,1455901.7685118841,10.0,289.16666,506.5,204.83333,65.333336,137.33333,149.33333,-1.4076806
146.0,2323.0774,1556.3441,505.1932,725.3857,823.30566,2318.1174,138.0,138.0,136.0,0.052979708,161.0,157.0,151.0,229.0,335.0,255.0,868.0,0.2779141,-0.0039956127,0.47306237,65.0,65.0,65.0,549.0,465.0,526.0,0.27339512,222.0,199.0,219.0,3.0,17.0,7.0,11.0,2.875,3.8888888,20.0,769191.7557263334,1455901.7685118841,10.0,290.66666,499.33334,209.5,65.0,137.33333,155.66667,-1.8471403
118.0,1909.2335,1242.9878,467.61304,665.3902,692.4946,1920.6003,3.0,3.0,3.0,0.034118105,3.0,3.0,3.0,5.0,7.0,5.0,861.0,0.22431274,-0.0007404046,0.329199,1.0,1.0,1.0,12.0,10.0,11.0,0.2166276,5.0,4.0,5.0,3.0,0.0,0.0,0.0,-0.25,3.7777777,40.0,769441.9019994696,1455901.7685118841,0.0,6.0,10.666667,4.5,1.0,3.0,3.0,-2.209705
133.0,286.29895,212.08562,310.8934,395.49533,322.0522,256.06052,0.0,0.0,0.0,0.028186874,0.0,0.0,0.0,0.0,0.0,0.0,856.0,-0.021258445,-0.06574623,-0.28526932,0.0,0.0,0.0,0.0,0.0,0.0,-0.02405167,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.5,2.2222223,40.0,769692.0482726059,1455901.7685118841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4011974
148.0,139.82713,118.45386,285.80194,365.08035,280.20853,114.74959,0.0,0.0,0.0,0.020630801,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.042882077,-0.08110431,-0.42883876,0.0,0.0,0.0,0.0,0.0,0.0,-0.046058815,0.0,0.0,0.0,10.0,0.0,0.0,0.0,-0.625,0.5555556,20.0,769942.1945457421,1455901.7685118841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6051702
284.0,226.23482,181.67857,285.4813,367.75735,291.57385,176.02911,5.0,5.0,5.0,0.03961802,7.0,7.0,7.0,9.0,13.0,9.0,855.0,-0.031825203,-0.09896977,-0.3635773,2.0,2.0,2.0,18.0,14.0,17.0,-0.034687806,9.0,8.0,9.0,4.0,0.0,0.0,0.0,-1.75,1.5555556,40.0,770192.3408188784,1455901.7685118841,0.0,11.0,15.666667,8.5,2.0,5.0,7.0,-3.6888795
256.0,1132.6093,797.3532,366.52914,495.2457,487.957,998.91425,119.0,119.0,118.0,0.099733315,175.0,168.0,163.0,218.0,325.0,230.0,859.0,0.09524269,-0.1289126,0.101966284,57.0,57.0,57.0,427.0,351.0,418.0,0.09316757,214.0,183.0,211.0,3.0,16.0,6.0,9.0,-1.0,3.7777777,40.0,770442.4870920145,1455901.7685118841,8.666667,275.5,386.0,197.5,57.0,118.666664,167.5,-3.3817253
279.0,2249.8247,1516.4124,469.60458,678.79834,757.4642,2110.0942,137.0,138.0,137.0,0.073602885,211.0,203.0,197.0,248.0,393.0,267.0,864.0,0.2530465,-0.036363702,0.44388148,66.0,66.0,66.0,503.0,397.0,489.0,0.25106043,248.0,210.0,244.0,3.0,18.0,7.0,11.0,-1.375,4.7777777,10.0,770692.6333651508,1455901.7685118841,10.166667,326.83334,445.33334,227.66667,66.0,137.5,202.33333,-1.91081
201.0,2755.0493,1867.7617,506.07635,746.90186,908.05524,2422.0251,136.0,136.0,135.0,0.10834625,209.0,199.0,195.0,248.0,395.0,270.0,869.0,0.2703719,-0.06247456,0.45951775,65.0,65.0,66.0,504.0,398.0,487.0,0.27292734,248.0,207.0,243.0,3.0,18.0,8.0,11.0,-1.625,4.3333335,40.0,770942.779638287,1455901.7685118841,10.666667,328.83334,445.33334,225.83333,65.333336,135.66667,199.33333,-1.8761901
175.0,2683.2556,1827.2163,497.7769,749.31354,899.1674,2373.2373,135.0,136.0,134.0,0.105166,204.0,190.0,188.0,253.0,380.0,275.0,870.0,0.26405513,-0.05709644,0.4554965,65.0,65.0,66.0,495.0,401.0,476.0,0.26787362,253.0,219.0,249.0,4.0,19.0,8.0,11.0,-5.0,5.111111,20.0,771192.9259114233,1455901.7685118841,10.833333,323.83334,441.66666,234.66667,65.333336,135.16667,191.66667,-2.1726615
235.0,2511.6423,1623.8649,420.6311,646.8772,757.2287,2316.7559,135.0,136.0,134.0,0.08032188,203.0,189.0,188.0,262.0,372.0,283.0,874.0,0.29252824,-0.033788536,0.51360416,65.0,65.0,66.0,492.0,410.0,475.0,0.29591706,246.0,218.0,241.0,3.0,19.0,8.0,11.0,-2.625,3.2222223,10.0,771443.0721845595,1455901.7685118841,10.833333,324.0,445.33334,230.33333,65.333336,135.16667,191.0,-1.7649146
170.0,2210.8562,1459.2786,462.6705,666.6979,748.36743,2205.9377,138.0,139.0,137.0,0.05071729,140.0,143.0,135.0,223.0,333.0,250.0,865.0,0.28390774,-0.004833812,0.48267213,65.0,65.0,65.0,560.0,475.0,538.0,0.27925697,217.0,192.0,211.0,3.0,16.0,7.0,10.0,0.875,3.6666667,40.0,768941.6094531971,1455642.3115834203,9.5,287.0,510.16666,202.5,65.0,138.16667,139.83333,-1.82703
173.0,2312.5205,1508.4313,500.01685,707.9465,778.4231,2292.738,35.0,35.0,35.0,0.049762636,40.0,39.0,37.0,58.0,85.0,64.0,864.0,0.2850053,-0.006745914,0.48345545,17.0,17.0,17.0,142.0,120.0,136.0,0.2778939,56.0,50.0,55.0,3.0,4.0,2.0,2.0,1.875,4.111111,10.0,769191.7557263334,1455642.3115834203,2.3333333,73.5,129.0,52.666668,17.0,35.0,38.5,-1.8254085
145.0,1626.735,1061.1566,444.26126,616.3537,624.8979,1600.7087,1.0,1.0,1.0,0.03461014,1.0,1.0,1.0,1.0,2.0,2.0,859.0,0.17875911,-0.006778292,0.2249913,0.0,0.0,0.0,4.0,3.0,3.0,0.17192668,1.0,1.0,1.0,3.0,0.0,0.0,0.0,-0.25,3.3333333,40.0,769441.9019994696,1455642.3115834203,0.0,1.8333334,3.1666667,1.0,0.0,1.0,1.0,-2.5903058
107.0,151.46019,119.15778,304.07486,387.87738,304.06335,152.48898,0.0,0.0,0.0,-0.0057495413,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.039979205,0.014635644,-0.38927394,0.0,0.0,0.0,0.0,0.0,0.0,-0.04296782,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.625,1.4444444,20.0,769692.0482726059,1455642.3115834203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4011974
228.0,103.33941,89.27957,283.2063,365.59717,277.46814,102.50862,0.0,0.0,0.0,-0.00746289,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.045366842,0.004359112,-0.4635119,0.0,0.0,0.0,0.0,0.0,0.0,-0.048794102,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-0.375,0.33333334,30.0,769942.1945457421,1455642.3115834203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0943446
246.0,345.38687,251.40234,292.53732,383.69772,320.0857,305.0369,1.0,1.0,1.0,0.025358649,1.0,1.0,1.0,1.0,2.0,1.0,856.0,-0.012423127,-0.04981962,-0.30807826,0.0,0.0,0.0,3.0,2.0,3.0,-0.015138259,1.0,1.0,1.0,4.0,0.0,0.0,0.0,-1.25,2.0,40.0,770192.3408188784,1455642.3115834203,0.0,1.5,2.5,1.0,0.0,1.0,1.0,-3.6888795
238.0,1979.2479,1309.0695,432.88483,637.57513,679.54553,1955.7252,29.0,29.0,29.0,0.0526575,43.0,41.0,40.0,53.0,80.0,56.0,862.0,0.23662446,-0.021327622,0.38180098,14.0,14.0,14.0,105.0,85.0,102.0,0.23378567,52.0,44.0,51.0,3.0,4.0,1.0,2.0,1.0,4.2222223,20.0,770442.4870920145,1455642.3115834203,1.8333334,67.5,94.0,47.666668,14.0,29.0,41.0,-2.0614681
249.0,2398.1182,1626.5443,479.14612,699.8228,829.6294,2269.2131,138.0,138.0,137.0,0.07755463,207.0,199.0,193.0,247.0,394.0,264.0,869.0,0.26489964,-0.027275927,0.4653218,66.0,65.0,66.0,510.0,401.0,496.0,0.26603016,243.0,205.0,239.0,3.0,18.0,7.0,11.0,2.0,5.111111,10.0,770692.6333651508,1455642.3115834203,10.166667,326.16666,450.83334,222.66667,65.5,137.66667,198.33333,-1.8636383
232.0,2789.492,1955.7003,513.92175,734.71155,913.84625,2336.947,136.0,137.0,136.0,0.12739629,204.0,194.0,190.0,251.0,386.0,273.0,877.0,0.25612405,-0.08695118,0.44023636,65.0,65.0,66.0,496.0,397.0,478.0,0.25876564,253.0,217.0,250.0,3.0,18.0,8.0,11.0,4.375,6.3333335,40.0,770942.779638287,1455642.3115834203,10.666667,325.83334,440.5,234.0,65.333336,136.5,194.33333,-1.9190558
162.0,2809.6218,1989.7783,521.90155,743.9719,915.25244,2290.9758,136.0,136.0,136.0,0.13841005,201.0,189.0,185.0,248.0,374.0,272.0,881.0,0.24934112,-0.10152061,0.4326758,65.0,65.0,66.0,494.0,400.0,474.0,0.25164744,258.0,225.0,254.0,4.0,18.0,8.0,11.0,4.875,5.0,20.0,771192.9259114233,1455642.3115834203,10.666667,319.0,440.33334,240.16667,65.333336,136.0,189.66667,-2.224061
152.0,2958.9175,2085.5862,538.61945,767.4268,978.3166,2330.1936,136.0,136.0,135.0,0.15442687,195.0,183.0,180.0,260.0,372.0,285.0,879.0,0.24418367,-0.1170442,0.4140082,65.0,65.0,65.0,493.0,408.0,472.0,0.24821843,247.0,220.0,243.0,4.0,19.0,8.0,12.0,1.25,3.1111112,40.0,771443.0721845595,1455642.3115834203,11.166667,324.33334,443.5,232.16667,65.0,135.66667,184.0,-2.268164
189.0,1284.7029,898.373,428.92383,571.37463,570.95435,1129.7588,33.0,33.0,33.0,0.09569825,32.0,33.0,31.0,53.0,79.0,59.0,859.0,0.11566003,-0.099703655,0.2173481,15.0,15.0,15.0,133.0,113.0,128.0,0.113369964,52.0,45.0,50.0,2.0,4.0,1.0,2.0,-1.75,2.2222223,20.0,768941.6094531971,1455382.8546549564,1.8333334,68.0,121.333336,47.833332,15.0,33.0,32.166668,-2.2194023
172.0,1133.601,767.3017,407.93427,543.5928,532.8725,1056.9772,2.0,2.0,2.0,0.06551117,2.0,2.0,2.0,3.0,5.0,4.0,858.0,0.09460272,-0.071089044,0.08037858,1.0,1.0,1.0,8.0,7.0,8.0,0.09045154,3.0,3.0,3.0,3.0,0.0,0.0,0.0,-1.375,2.3333333,40.0,769191.7557263334,1455382.8546549564,0.0,4.3333335,7.5,3.0,1.0,2.0,2.0,-3.4011974
163.0,565.27936,386.53793,352.79797,461.1182,402.40594,562.51715,0.0,0.0,0.0,0.014905174,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.022378273,-0.011883965,-0.1719712,0.0,0.0,0.0,0.0,0.0,0.0,0.018456623,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.25,2.0,40.0,769441.9019994696,1455382.8546549564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4011974
131.0,108.649086,91.2608,304.3569,389.69028,298.35904,113.95177,0.0,0.0,0.0,-0.014531427,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.04803108,0.026743637,-0.45854992,0.0,0.0,0.0,0.0,0.0,0.0,-0.05127945,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.75,0.6666667,30.0,769692.0482726059,1455382.8546549564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
274.0,96.69569,84.993355,284.8488,367.2785,276.53052,95.83416,0.0,0.0,0.0,-0.010087265,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.046971403,-0.002219513,-0.48695776,0.0,0.0,0.0,0.0,0.0,0.0,-0.050456595,0.0,0.0,0.0,5.0,0.0,0.0,0.0,-0.375,0.33333334,10.0,769942.1945457421,1455382.8546549564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.912023
250.0,339.02155,253.10577,290.5383,380.35297,320.2876,292.0678,0.0,0.0,0.0,0.044285294,0.0,0.0,0.0,0.0,0.0,0.0,856.0,-0.0146661,-0.089677066,-0.29413787,0.0,0.0,0.0,0.0,0.0,0.0,-0.017346157,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.5,2.0,20.0,770192.3408188784,1455382.8546549564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
237.0,1973.2434,1291.0308,431.46173,656.6528,674.95135,2030.9844,6.0,6.0,6.0,0.036669847,8.0,8.0,8.0,10.0,16.0,11.0,861.0,0.24963999,-0.0039771674,0.39216268,3.0,3.0,3.0,22.0,18.0,22.0,0.24476494,10.0,9.0,10.0,3.0,0.0,0.0,0.0,-0.625,4.111111,20.0,770442.4870920145,1455382.8546549564,0.0,13.333333,20.0,9.5,3.0,6.0,8.0,-2.0346909
238.0,2465.105,1643.1333,457.04984,682.21387,766.27155,2392.9119,137.0,138.0,136.0,0.05552074,197.0,189.0,184.0,239.0,381.0,255.0,868.0,0.30245245,-0.011316252,0.51679647,65.0,65.0,66.0,520.0,413.0,505.0,0.29894182,240.0,207.0,240.0,3.0,18.0,7.0,10.0,-0.125,5.2222223,20.0,770692.6333651508,1455382.8546549564,9.833333,315.33334,461.5,223.5,65.333336,137.16667,188.66667,-1.7587185
244.0,3024.3223,2120.478,539.60004,772.3819,991.7036,2399.3372,137.0,137.0,136.0,0.15129723,196.0,187.0,182.0,248.0,378.0,268.0,876.0,0.24768752,-0.112821065,0.41993174,65.0,65.0,66.0,507.0,409.0,490.0,0.2523332,245.0,213.0,243.0,3.0,18.0,7.0,10.0,1.125,5.0,40.0,770942.779638287,1455382.8546549564,9.833333,319.66666,452.33334,228.33333,65.333336,136.66667,186.83333,-1.9662755
180.0,2723.0051,1937.1528,535.93146,750.4489,908.16547,2340.1875,138.0,138.0,138.0,0.11263584,190.0,180.0,175.0,251.0,369.0,272.0,884.0,0.2615619,-0.073949866,0.44629467,65.0,65.0,65.0,492.0,404.0,474.0,0.26082474,256.0,227.0,254.0,3.0,18.0,7.0,10.0,6.0,5.3333335,10.0,771192.9259114233,1455382.8546549564,9.833333,317.0,442.0,240.83333,65.0,138.0,180.0,-1.9053881
121.0,3099.1377,2258.3826,602.7007,860.4958,1115.9926,2503.642,137.0,138.0,136.0,0.14756782,190.0,179.0,175.0,262.0,378.0,290.0,880.0,0.2431606,-0.105077006,0.39154503,64.0,65.0,65.0,501.0,411.0,477.0,0.24561019,238.0,211.0,233.0,3.0,18.0,8.0,11.0,0.375,1.4444444,40.0,771443.0721845595,1455382.8546549564,10.666667,329.33334,448.0,222.83333,64.833336,137.16667,179.5,-2.036267
151.0,1601.14,1056.7219,425.85385,591.98834,585.5521,1554.5078,0.0,0.0,0.0,0.06405714,0.0,0.0,0.0,0.0,0.0,0.0,859.0,0.20075688,-0.05297894,0.3428212,0.0,0.0,0.0,0.0,0.0,0.0,0.19351968,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-0.625,1.2222222,10.0,768941.6094531971,1455123.3977264925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1691585
141.0,536.8236,392.18628,354.12738,453.6467,407.8061,455.95612,0.0,0.0,0.0,0.059913315,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.0012634146,-0.093241744,-0.17076539,0.0,0.0,0.0,0.0,0.0,0.0,-0.00089101976,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.125,1.8888888,40.0,769191.7557263334,1455123.3977264925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
121.0,118.636284,97.62172,305.5585,391.1498,303.33163,112.33239,0.0,0.0,0.0,0.0044478625,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.04954893,-0.025963359,-0.4668595,0.0,0.0,0.0,0.0,0.0,0.0,-0.052940413,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.375,1.2222222,20.0,769441.9019994696,1455123.3977264925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
157.0,90.30526,78.939735,296.12848,380.5683,289.977,82.056435,0.0,0.0,0.0,0.003493941,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.054139715,-0.054940812,-0.56226367,0.0,0.0,0.0,0.0,0.0,0.0,-0.058066156,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.25,0.22222222,30.0,769692.0482726059,1455123.3977264925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
271.0,99.088974,87.20719,276.90344,363.0734,274.5041,78.90891,0.0,0.0,0.0,0.0233394,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.050699074,-0.10756614,-0.55943805,0.0,0.0,0.0,0.0,0.0,0.0,-0.05482833,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.5,0.44444445,30.0,769942.1945457421,1455123.3977264925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9957323
244.0,362.2937,269.17264,286.72293,379.8335,325.79553,300.69586,1.0,1.0,1.0,0.0782314,2.0,1.0,1.0,2.0,3.0,2.0,856.0,-0.013649061,-0.15274183,-0.29359248,1.0,1.0,1.0,5.0,4.0,5.0,-0.016743012,2.0,2.0,2.0,2.0,0.0,0.0,0.0,-1.5,2.0,40.0,770192.3408188784,1455123.3977264925,0.0,2.5,4.5,2.0,1.0,1.0,1.1666666,-2.9957323
231.0,1969.4409,1294.6455,428.73035,646.65515,661.5348,1960.0917,112.0,112.0,111.0,0.049247358,134.0,128.0,123.0,180.0,286.0,193.0,860.0,0.24122685,-0.017723624,0.3845318,54.0,53.0,54.0,440.0,358.0,427.0,0.23657769,194.0,169.0,193.0,2.0,15.0,6.0,8.0,-1.375,3.6666667,40.0,770442.4870920145,1455123.3977264925,8.166667,237.33333,394.66666,181.16667,53.5,111.666664,127.333336,-1.648876
